Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,item_id
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,649000,2020,52236,Petrol,Manual,Udupi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-3743669275829230051
Skoda,Kodiaq L&K 2.0 TDI 4x4 AT,3499000,2020,47000,Diesel,Automatic,Mumbai,White,First,Individual,,,,,4697.0,1882.0,1665.0,7.0,63.0,i-8633427060104967165
Audi,A3 35 TDI Premium + Sunroof,2900000,2019,15530,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i3829424253869146037
Maruti Suzuki,Swift DZire VDI,400000,2014,64000,Diesel,Manual,Agra,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i6165837033011961167
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,599000,2020,35000,Petrol,Automatic,Kolkata,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0,i-86890275570801055
Toyota,Fortuner 2.8 4x2 MT [2016-2020],2980000,2019,92000,Diesel,Manual,Lucknow,Black,First,Individual,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-7408177973329619646
Audi,A4 30 TFSI Technology Pack,3500000,2018,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0,i-6939704192729577190
Honda,Jazz V Petrol,400000,2016,50000,Petrol,Manual,Kolkata,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,i-4585991312211162269
Mercedes-Benz,GLC 200 Progressive,6975000,2022,2000,Petrol,Automatic,Karnal,White,First,Individual,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD,4658.0,1890.0,1644.0,5.0,66.0,i-4163675892281950107
Audi,A4 2.0 TDI Sline,745000,2013,72000,Diesel,Automatic,Gurgaon,Black,First,Individual,,,,,,,,,,i7026912880003655355
Mercedes-Benz,GLE 250 d,5400000,2016,16000,Diesel,Automatic,Karnal,White,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,i2732270994950986713
Mercedes-Benz,GL-Class 350 CDI,3700000,2015,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0,i6655000331591128341
Maruti Suzuki,Celerio ZXi [2017-2019],445000,2018,71000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0,i4194002748458812452
Mahindra,Thar LX 4-STR Hard Top Diesel MT,1475000,2021,12000,Diesel,Manual,Ludhiana,Red,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0,i-2707259503740552939
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2800000,2016,93000,Diesel,Automatic,Mohali,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,i-7026789134667122084
Hyundai,Eon Magna [2011-2012],190000,2013,63000,Petrol,Manual,Ludhiana,White,Second,Individual,814 cc,56@5500,75@4000,,3495.0,1550.0,1500.0,5.0,32.0,i3068722455991932202
Maruti Suzuki,Swift VXi [2014-2017],600000,2020,10000,Petrol,Manual,Meerut,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,i-332977771880645962
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],1835000,2020,33828,Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,i8455109404168479759
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],550000,2019,48000,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655.0,1620.0,1675.0,5.0,60.0,i5164651962794921660
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],715000,2017,71000,Diesel,Manual,Delhi,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i3855072479897272896
Mahindra,XUV700 AX 7 Diesel AT 7 STR,2540000,2022,18000,Diesel,Automatic,Delhi,White,First,Individual,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD,4695.0,1890.0,1755.0,7.0,60.0,i4428912906943597408
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],525000,2019,50000,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655.0,1620.0,1675.0,5.0,60.0,i182664968007743301
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],425000,2015,48000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,i-622431381062549743
Hyundai,Elite i20 Sportz 1.2 IVT,795000,2022,4000,Petrol,Automatic,Kanpur,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0,i-1725656865501041535
Honda,City 1.5 V MT,269000,2010,73000,Petrol,Manual,Delhi,Silver,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420.0,1695.0,1480.0,5.0,42.0,i1786351179159152233
Toyota,Fortuner 4x2 AT,1450000,2013,170669,Diesel,Automatic,Mumbai,White,First,Individual,2982 cc,171 @3600,343 @1400,,4705.0,1840.0,1850.0,7.0,80.0,i4978242835263391108
Hyundai,Verna Fluidic 1.6 CRDi,565000,2014,68000,Diesel,Manual,Lucknow,White,First,Individual,1582 cc,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,i-4068159339200023229
BMW,5-Series 520d Luxury Line,2550000,2015,70000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0,i6529345904237823923
Hyundai,i20 Active 1.2 S,529000,2015,57654,Petrol,Manual,Zirakpur,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1760.0,1555.0,5.0,45.0,i9099633330578977995
Maruti Suzuki,Alto VXi (O),400000,2019,22000,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0,i-8660687210953047379
Volkswagen,Vento Trendline Diesel,360000,2012,80000,Diesel,Manual,Chandigarh,White,Second,Individual,,,,,,,,,,i6895049351764246654
Maruti Suzuki,XL6 Zeta MT Petrol,975000,2019,41792,Petrol,Manual,Pune,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445.0,1775.0,1700.0,6.0,45.0,i-6061834343439884699
BMW,X1 sDrive20d Expedition,2600000,2017,41000,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4439.0,1821.0,1612.0,5.0,51.0,i7146039111504516170
Mercedes-Benz,GL-Class 350 CDI,2390000,2013,107021,Diesel,Automatic,Delhi,White,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0,i3721326620803374179
Kia,Seltos GTX Plus 1.4 [2020-2021],1550000,2019,17000,Petrol,Manual,Bangalore,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,i4839479611547397447
Maruti Suzuki,Alto VXi AMT,430000,2019,57993,Petrol,Automatic,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0,i-539957631126627791
Tata,Tigor EV XZ Plus,1275000,2021,18000,Electric,Automatic,Hyderabad,Grey,First,Individual,,,,FWD,3993.0,1677.0,1532.0,5.0,,i-3832418277194971728
Maruti Suzuki,Baleno Delta 1.2,600000,2018,32000,Petrol,Manual,Mohali,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i-1071649583401600352
Toyota,Corolla Altis VL AT Petrol,1650000,2018,25914,Petrol,Automatic,Pune,Brown,First,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0,i3525510072784997404
Jaguar,XF 3.0 V6 Premium Luxury,3350000,2014,49235,Diesel,Automatic,Bangalore,Purple,First,Individual,,,,,,,,,,i6423709917760347602
Audi,Q7 Technology 55 TFSI,9400000,2022,4500,Petrol,Automatic,Delhi,Black,First,Individual,2995 cc,335 bhp @ 5200 rpm,500 Nm @ 1370 rpm,AWD,5064.0,1970.0,1703.0,7.0,85.0,i3301948357256405394
Maruti Suzuki,Alto VXi,250000,2014,114000,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0,i2593602915515126314
Mahindra,XUV500 W10 AT,994999,2016,105000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i7851459230728781635
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],675000,2016,45000,Diesel,Manual,Jalandhar,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i-6997138732769222360
Maruti Suzuki,Swift DZire VXI,455000,2014,30183,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,i5217998468607170785
Volkswagen,Polo Comfortline 1.2L (D),375000,2012,78000,Diesel,Manual,Raipur,Grey,Third,Individual,,,,,,,,,,i-1851830248658109823
Maruti Suzuki,Wagon R VXI,345000,2016,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0,i3067465681852078089
BMW,X1 sDrive20i xLine,4700000,2022,13120,Petrol,Automatic,Pune,White,First,Individual,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD,4447.0,1821.0,1598.0,5.0,51.0,i8189917473179338392
Hyundai,Elantra 1.8 SX MT,700000,2014,64000,Petrol,Manual,Dehradun,White,First,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD,4530.0,1775.0,1470.0,5.0,56.0,i4098961283218738311
Honda,City E Diesel,499000,2014,140000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i9087806507778093276
Maruti Suzuki,Ciaz VXi,590000,2015,39000,Petrol,Manual,Delhi,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i-6309704832228434306
Nissan,Micra XV CVT [2016-2017],490000,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,FWD,3825.0,1665.0,1530.0,5.0,41.0,i-1837823092246921259
Maruti Suzuki,DZire VDi AMT,695000,2018,55000,Diesel,Automatic,Delhi,Grey,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,i1282290491650720023
Hyundai,Venue SX 1.4 CRDi,1025000,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0,i5788120500206957318
Volkswagen,Tiguan AllSpace 2.0 TSI,3375000,2021,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4701.0,1839.0,1674.0,7.0,60.0,i8611936512114207222
Toyota,Innova 2.4 VX 8 STR [2016-2020],2250000,2019,28000,Diesel,Manual,Pune,Maroon,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0,i-7463664455319388480
Mercedes-Benz,GLA 200 d Sport,2650000,2018,43000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0,i7278999299054774681
Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i-3980368171668595073
Hyundai,Creta SX 1.6 AT CRDi,1200000,2019,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i-7584241724227916179
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],275000,2012,30000,Petrol,Manual,Indore,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,3515.0,1500.0,1510.0,5.0,32.0,i7042678089330566902
Honda,City 1.5 V MT,445000,2012,111000,Petrol,Manual,Ernakulam,Red,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0,i7334907285077350534
Mercedes-Benz,A-Class A 200d,1850000,2016,37600,Diesel,Automatic,Pune,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1400 rpm,FWD,4299.0,1780.0,1433.0,4.0,50.0,i-6327526467829945316
Maruti Suzuki,Baleno Alpha 1.3,665000,2017,48000,Diesel,Manual,Delhi,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,i8622791080791803713
Hyundai,Creta EX 1.4 CRDi,1090000,2019,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i5377660740480644667
Mercedes-Benz,S-Class S 350 CDI,5500000,2015,54000,Diesel,Automatic,Faridabad,White,First,Individual,2987 cc,255 bhp @ 3600 rpm,620 Nm @ 1600 rpm,RWD,5246.0,1899.0,1494.0,5.0,70.0,i-2866689554213149649
Audi,A6 35 TDI Matrix,2400000,2017,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0,i-4549901240396628989
Hyundai,Verna SX Plus 1.6 CRDi AT,1085000,2018,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0,i4485464132193450234
Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,2140000,2021,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,1999 cc,157 bhp @ 6500 rpm,191 Nm @ 4500 rpm,FWD,4500.0,1790.0,1675.0,6.0,50.0,i2896680831336317320
Honda,Amaze 1.2 V CVT Petrol [2018-2020],795000,2019,22224,Petrol,Automatic,Pune,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0,i1526203935047533550
Maruti Suzuki,Ertiga VXI CNG,1080000,2021,38000,CNG,Manual,Delhi,White,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,i7056962038689565488
Honda,Amaze 1.2 S MT Petrol [2018-2020],628000,2018,53848,Petrol,Manual,Delhi,Maroon,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0,i-2058188571775158837
BMW,3-Series 320d Luxury Line,1550000,2013,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0,i2426897419040102269
Mercedes-Benz,E-Class E 200,2400000,2016,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4879.0,1854.0,1474.0,5.0,80.0,i5256368544539566340
Honda,City VX (O) MT,595000,2015,72000,Petrol,Manual,Meerut,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i5190050962751321485
Land Rover,Evoque SE,3450000,2016,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4465.0,1900.0,1635.0,5.0,57.0,i-4288868572809798571
Honda,WR-V VX MT Petrol,819999,2018,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999.0,1734.0,1601.0,5.0,40.0,i9043567884882244212
Audi,Q5 2.0 TDI quattro Premium Plus,1490000,2012,40000,Diesel,Automatic,Raipur,Black,First,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629.0,1898.0,1653.0,5.0,75.0,i8536340910205605810
Mahindra,XUV300 1.5 W6 [2019-2020],950000,2020,57400,Diesel,Manual,Agra,White,First,Individual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0,i-1009647278180063419
Jaguar,XF Prestige Diesel CBU,3750000,2019,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD,5067.0,2091.0,1457.0,5.0,66.0,i-3654797465395545354
Mercedes-Benz,C-Class C200 Progressive,4950000,2021,12400,Petrol,Automatic,Pune,Blue,First,Individual,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,i7779306158990365243
Jeep,Compass Model S (O) Diesel 4x4 AT,2950000,2021,38000,Diesel,Automatic,Pune,White,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4405.0,1818.0,1640.0,5.0,60.0,i-4749647186895738754
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1625000,2019,7000,Petrol,Automatic,Pune,Red,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0,i-7118692529041031664
Toyota,Fortuner 3.0 4x4 MT,1290000,2012,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0,i-955109665194253398
Toyota,Etios Liva GD,625000,2015,76000,Diesel,Manual,Pune,White,First,Individual,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0,i4107216717703019501
Mahindra,XUV500 W10,1490000,2018,50000,Diesel,Manual,Chennai,Maroon,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i-8018663594446858342
Hyundai,i10 Asta 1.2 AT with Sunroof,325000,2013,46721,Petrol,Automatic,Thane,Silver,Second,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0,i7275405257994154309
Mahindra,XUV500 W10 AT,1190000,2017,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,i-7329334110868577161
Mahindra,Scorpio VLX 2WD Airbag BS-IV,625000,2013,170000,Diesel,Manual,Salem,White,Third,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0,i-1186689252891483235
Land Rover,Range Rover Sport SDV6 HSE,5375000,2014,80000,Diesel,Automatic,Delhi,White,Second,Individual,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4879.0,2073.0,1780.0,5.0,77.0,i7372580714559664591
Honda,City ZX CVT Petrol [2017-2019],1138000,2018,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,i8583511395480181062
Audi,A4 1.8 TFSI Multitronic Premium Plus,4250000,2021,17000,Petrol,Automatic,Mumbai,White,First,Individual,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,i-4066021220420130905
Honda,Brio S MT,365000,2014,31000,Petrol,Manual,Kharar,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0,i3474581211888016484
Chevrolet,Cruze LTZ AT,475000,2014,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998 cc,164 bhp @ 3800 rpm,380 Nm @ 2000 rpm,FWD,4597.0,1788.0,1477.0,5.0,60.0,i487793536018608441
Hyundai,Creta SX 1.6 CRDi,1225000,2019,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,i-9194011537319257676
Maruti Suzuki,Ertiga VDI SHVS,725000,2017,42000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,i6841971879943689888
Mercedes-Benz,GLA 200 CDI Sport,2450000,2017,25000,Diesel,Automatic,Mumbai,White,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0,i3571634538168334014
Hyundai,Sonata 2.0 CRDi,225000,2009,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991 cc,142@4000,323@2000,FWD,4800.0,1832.0,1485.0,5.0,70.0,i1775086509810676414
Maruti Suzuki,DZire VXi AMT,695000,2018,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,i5513855977491456137
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2200000,2018,57000,Diesel,Automatic,Pune,Grey,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,i5499958351834764465
Honda,Amaze 1.5 VX CVT Diesel,950000,2020,39000,Diesel,Automatic,Ludhiana,White,First,Individual,1498 cc,79 bhp @ 3600 rpm,160 Nm @ 1750 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0,i-2893890333149701990
Toyota,Innova ZX 2.7 AT 7 STR,2598000,2022,12050,Petrol,Automatic,Delhi,Black,First,Individual,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD,4735.0,1830.0,1795.0,7.0,65.0,i9162705629368382371
Honda,Jazz VX Petrol,585000,2017,24100,Petrol,Manual,Mumbai,Silver,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,i-664574020049388312
Ford,Aspire Titanium 1.2 Ti-VCT,434999,2017,23000,Petrol,Manual,Delhi,White,First,Individual,1196 cc,87 bhp @ 6300 rpm,112 Nm @ 4000 rpm,FWD,3995.0,1695.0,1525.0,5.0,42.0,i-6711080333106261208
Maruti Suzuki,Swift VDi,295000,2009,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248 cc,75@4000,190@2000,FWD,3760.0,1690.0,1530.0,5.0,43.0,i1467271998992540850
Maruti Suzuki,Ciaz Delta 1.5 Diesel,910000,2019,76000,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,94 bhp @ 4000 rpm,225 Nm @ 1500 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,i-5823984097987033132
Maruti Suzuki,Celerio VXi,565000,2020,47000,Petrol,Manual,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,i7809493964870574490
Toyota,Urban Cruiser Premium Grade AT,1050000,2021,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,i7713773570084101478
Hyundai,Creta E Plus 1.4 CRDI,990000,2019,23000,Diesel,Manual,Ahmedabad,Orange,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,i-3951123687609963303
Audi,A3 35 TDI Premium Plus,2590000,2020,36978,Diesel,Automatic,Chandigarh,Blue,Second,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0,i-1684080236975955262
Mahindra,XUV500 W8 AWD [2015-2017],1000000,2016,33000,Diesel,Manual,Rudrapur,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0,i-9087608529453327318
Hyundai,i10 1.1L iRDE ERA Special Edition,254999,2012,18954,Petrol,Manual,Patna,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.081 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0,i1947601032040666717
